author,date,introduce,location,price,review,star
余振华, /2017-04-01,站酷推荐设计师余振华力作，2017全新升级； 站酷网总编辑纪晓亮作序； ZCOOL站酷总经理梁耀明、UI中国总经理董景博力荐； UI设计师、平面设计师、交互设计师、产品经理等相关人士的必读之书。 规则会演变，可是产生规则的原因不会；知识会迭代，但是知识背后的逻辑不会。本书正是作者多年对设计知识和规则的总结，观察书中的每一个知识点，你会发现，每个案例都是作者自己尝试、对比和思考的总结，带领大家努力去明白每一个规则背后的原因，研究推动每一次设计变化的逻辑。,人民邮电出版社,¥66.20,4264条评论,width: 90%;

腾讯SNG专项测试团队, /2017-04-01,1.腾讯社交网络质量部吴凯华、《大话移动App测试》系列作者陈晔倾情作序，胡星、梁捷、杨俊峰等业内大牛联袂力荐 2.本书来自腾讯SNG专项测试团队多年来手机QQ、QQ空间、QQ音乐等项目沉淀下来的经典案例，从资源类性能的内存、CPU、磁盘、网络、电量和交互类性能的流畅度、响应时延等多个方向进行介绍，包含核心问题、实用工具、典型案例等，是Android APP性能和开发工程师的必备案头手册。,电子工业出版社,¥75.80,312条评论,width: 90%;

腾讯公司用户研究与体验设计部, /2016-01-01,"历时两年,腾讯核心部门CDC继《在你身边，为你设计》一书问世后的又一力作，随着近几年互联网的发展和网络技术的进步，QQ用户与互联网用户也发生了很大的变化。本书立足移动端，从用户研究、设计指引经验分享、设计还原（重构和前端）、优秀案例分享这几个篇章，向读者介绍腾讯网如何走出个性化之路。",电子工业出版社,¥66.20,1127条评论,width: 90%;

王辰龙, /2018-06-01,本书实例都来自对在日常开发中遇到的问题的抽象，涉及整个Android开发的各个技术栈。 从常见的问题入手，引导读者逐步地掌握进阶的各个实例，同时提供分析和解决问题的思考过程，寻求*方案。 内容涉及Activity和View、高阶控件、项目架构、响应式编程、功能与动画、Kotlin与SVG、测试与优化等。,电子工业出版社,¥85.40,2条评论,width: 0%;

杭建, /2018-03-01,直面学院教学与产业实践的严重脱节，针砭缺乏系统性认识、技能点不足的工程师弱项，认真解答如何学习Java后端技术。 结合当前主流前沿技术，串联实践必不可少的高频技能，帮助初学者远离弯路，为专业人群查漏补缺，提高解决问题能力。 随翻随用，常读常新，一举点亮Java技能树，深层理解Java语言特性，拓展Java框架|生态，以及后端工程思想|全局观念。 强化实践|重视产出，面向技术创造|产品输出|业务升级；永久记忆|内化技能，从学生|小工一路修炼，成长为骨干|专家。,电子工业出版社,¥85.40,239条评论,width: 80%;

罗升阳, /2017-09-01,,电子工业出版社,¥123.80,256条评论,width: 80%;

Kazuki, /2013-06-01,苹果源代码不会告诉你的Objective-C高级编程 在苹果公司公开的源代码基础上，深入剖析了： ◆ iOS 5、OS X Lion 引入的新的内存管理技术ARC ◆ iOS 4、OS X Snow Leopard 引入的多线程应用技术Blocks 和GCD 这些新技术在App应用开发时不可或缺。它们看似简单，但若无深入了解，就会变成技术开发的陷阱。在苹果公司公开的源代码基础上加以解说，深入剖析，这些内容是仅靠阅读苹果公司的参考文档而难以企及的。 为了确保译文的准确性，本书直接翻译自日文版『エキスパートObjective-C プログラミング：iOS/OS X のメモリ管理とマルチスレッド』（インプレスジャパン），并采用的日文版的编排方式。特此说明 。,人民邮电出版社,¥38.50,2249条评论,width: 90%;

顾浩鑫, /2016-09-01,本书从基础、架构、安全、性能优化、新技术、测试等角度，通过简单的代码示例详尽地展示了 Android 开发技巧 本书作者技术基础深厚扎实，是新技术的探索和追逐者，他对于技术发自内心地热爱， 是业界非常优秀的 Android 架构师 本书是作者在一线互联网企业工作多年的经验沉淀，从不同角度对 Android 新技术抛砖引玉，由浅入深，将实战中的案例抽象成原型，通俗易懂 本书对于技术的解读朴实风趣，深入浅出，是 Android 工程师的进阶宝典，腾讯、华为、阿里、百度、平安科技等一线移动开发工程师联袂推荐,电子工业出版社,¥85.40,869条评论,width: 90%;

Dean, /2018-06-01,网站可以离线工作，近乎瞬时的加载速度，在各种带宽条件下平滑切换 不使用 PWA 的话，这一切都只是幻想。PWA 使用诸如推送通知、智能缓存和 Service Workers 这样的现代浏览器功能来管理数据、减少服务端使用、适应不稳定链接，并让你拥有更多控制权利以取悦客户。更棒的是，构建 PWA 只需要 JavaScript、HTML 和 本书中所能学到的易于掌握的技术。通过本书，可以学习到 PWA 的设计，以及用来构建快速、可靠网站的技术。使用 PWA 技术的方式有很多种，本书的实战教程提供了有趣的独立示例，你完全可以挑选自己感兴趣的部分阅读。你还将学习到 Service Worker 是如何极大地提升网站的加载速度，如何有效地使用推送通知，以及如何创建可以离线工作的网站。 本书包括： 使用 Service Worker 改进缓存 使用清单文件和 HTML 标记 推送通知 离线优先的 Web 设计 数据,电子工业出版社,¥66.20,24条评论,width: 100%;

李骏, /2017-04-01,零基础学习微信小程序开发，精选5个案例详细讲解，手把手带领读者快速入门小程序开发。 从开发思路、技术，到使用工具与案例，涉及小程序开发的方方面面 本书精选了5个案例：电影、驾考、打赏、日程表、电商；案例由浅入深，可以拿来即用，涉及登录态、支付流程、第三方API接入等常用技术点。本书在小程序技术基础上增加了基本CSS布局知识点，讲解细腻，手把手带领读者快速入门小程序开发。,机械工业出版社,¥56.60,1141条评论,width: 90%;

Marcel, /2018-06-01,从基本原理出发，了解苹果设备性能的常见陷阱和误解，解决苹果系统性能问题； 理解*化原则、测量、工具、陷阱和技巧； 了解什么时候要仔细优化，什么时候不值得花时间优化； 平衡性能和封装，创建高效的对象表示、通信、数据访问和计算； 避免拖慢Objective-C程序和阻碍后续优化的错误； 修复内存和资源管理中的漏洞和其他问题； 解决与驱动器、网络、序列化和SQLite相关的I/O问题； 了解代码绘图和不会对有限的iOS设备资源造成太大负担的用户界面； 所有开发人员都需要了解的关于Swift的性能信息。,电子工业出版社,¥95.00,1条评论,width: 100%;

徐慧洋, /2015-05-01,1.本书为是市场上**本华为官方出版的防火墙学习用书。 2.凡是以协议、教材面目呈现的书，都有一个致命问题：理论多而实战内容少。本书写作前期充分分析了华为400个问题、防火墙网上案例，所以内容能直接命中用户实际场景，命中技术难点和常见问题，在理论结合实战方面做得非常到位。 3.以防火墙网上实际需求为导向，采用发现问题——解决问题——再发现问题——再解决问题的思路组织内容，内容连贯性强、逻辑性强。 4.结合华为eNSP模拟器和实际设备进行实验，能够帮助读者快速深入学习华为网络技术。 5.文字幽默活泼，内容层层深入，读者可以在不知不觉中可跟随作者进阶到专家水平。 6.由HCIE课件开发部分班底编写，能够覆盖HCIE考试主要考点内容。,人民邮电出版社,¥94.10,423条评论,width: 100%;

Gara, /2016-05-01,1. 对于从事互联网行业、广告创意行业、设计行业的新人来讲，这本书无疑是一部具有启蒙意义的作品。 2. 是每一位奋战在产品工作战线小伙伴们的 阵前手册 。 3. 特别推荐给那些认为自己交互能力还有欠缺的产品同学们，如若你能完全明白书中所提到的，对于产品来说就已足够了。,人民邮电出版社,¥66.20,2001条评论,width: 90%;

徐宜生, /2015-09-01,本书实战性极强，既有基础实例，又有技巧提高，包含以下精华内容： Android体系与系统架构 Android开发工具 Android控件架构与自定义控件详解 List View使用技巧 Android Scroll分析 Android绘图机制与处理技巧 Android动画机制与使用技巧 Activity与Activity调用栈分析 Android系统信息与安全机制 Android性能优化 搭建云端服务器 Android 5.X新特性详解 Android实例提高,电子工业出版社,¥66.20,1575条评论,width: 100%;

沙梓社, /2015-03-01,《iOS应用逆向工程（第2版）》 全球**本讲解iOS8应用逆向工程的实战手册，作者毫无保留地分享了数年来在iOS逆向工程领域的经验，仅此一家。 内容系统深入，逻辑紧密，实战性强，从iOS系统架构等理论出发，以多个实例贯穿全书，阐述class-dump、Theos、Cycript、Reveal、IDA、LLDB等常用工具的使用，通俗易懂。 总结提炼出一套从UI观察切入代码分析的iOS应用逆向工程方法论，授人以渔。,机械工业出版社,¥75.80,854条评论,width: 100%;

比尔·菲利普斯, /2017-06-01,威望 源自大名鼎鼎的Big Nerd Ranch训练营培训讲义，该训练营已经为微软、Google、Facebook等行业巨头培养了众多专业人才。 全面 涵盖Android开发所有bi备理论概念和技术知识点，从Android 4.4到Android 7.0都适用。 实用 8个Android应用开发实战项目，传授一线开发经验。 易懂 以循序渐进的方式精心编排章节，一步一步写出Android应用。 时新 在前两版的基础上，新增数据绑定、MVVM架构、Android辅助功能等内容。,人民邮电出版社,¥89.00,423条评论,width: 90%;

李刚, /2018-06-01,《疯狂Android讲义》曾荣获CSDN评选的zui具技术影响力十大原创图书，中国工信出版集团、电子工业出版社优秀出版物、长销书、年度畅销书等奖项。 基于Android全新SDK，采用Google加持的Kotlin作为开发语言、Android Studio作为开发环境、Gradle作为项目构建工具，顺应开发潮流。 Google推荐使用Kotlin作为Android的官方开发语言，而Kotlin确实不负众望，各方面表现出色，未来必然成为Android的主流开发语言，广大开发者和企业应尽快转为使用Kotlin开发Android应用。 提供用于学习和交流的配套网站及作者亲自在线的微信群、QQ群。关注 疯狂图书 微信号，可获得本书配套代码、开发环境及作者不定期答疑服务。 知识全面，覆盖面广 本书深入阐述了Android应用开发的Activity、Service、BroadcastReceiver与ContentProvider四大组件，并详细介绍了Android图形界面组件、各种资源的管理、图,电子工业出版社,¥103.70,4条评论,width: 100%;

张剑明, /2017-03-01,求职利器，Web工程师与后台工程师必修技能。 即学即用，系统详尽地呈现高效的开发步骤。 自我修炼，从思路到实践，全面提升开发水平。 本书从微信公众平台的基础知识入手，详尽地阐述了开发原理、应用场景，并讲解了公众平台开发相关的关键功能和概念，如微信支付、网页授权账号绑定、JS-SDK、 微信小程序等；微信公众平台开发的主要调试工具及方法的相关内容，可以帮助开发者快速定位问题；搭建基于CodeIgniter的PHP微信公众平台开发框架，是非常实用 的知识，本书在此基础上介绍了多个案例实现；zui后，本书展示了如何在腾讯云平台搭建一套完整的系统，并介绍了服务器运维的相关知识。 微信公众平台开发是当下非常热门的技术之一，涉及前端以及后台技术的工程师需要融汇贯通、熟练掌握。 本书适合具有一定程序开发基础的技术人员阅读。,人民邮电出版社,¥47.00,632条评论,width: 90%;

Matt, /2018-03-01,,电子工业出版社,¥103.70,99条评论,width: 100%;

常新峰, /2017-01-14,(1)赠送本书中提到的程序的源代码 http://pan.baidu.com/s/1gfsTf2b(2)本书涵盖了HTML 5移动Web开发的所有常用知识点及开发工具，可以帮助传统Web开发者搭乘HTML 5快车，轻松开发和部署移动应用，也可以使移动开发者挖掘Web潜力，在传统网页的基础上获得跨平台支持。,清华大学出版社,¥67.90,107条评论,width: 100%;

辛纳, /2014-01-01,微软 Android 平台 Skype 客户端高级产品经理 Onur Cinar **作品，国内首本基于 C 开发 android 应用书籍，书中源码免费提供下载,清华大学出版社,¥51.40,1001条评论,width: 90%;

宋楠, /2014-09-01,,清华大学出版社,¥33.50,436条评论,width: 100%;

罗彧成, /2017-02-17,（1）腾讯音乐Android开发总监撰写，从事移动开发10余年，曾主导并参于过多款用户规模上亿的Android应用的开发工作 （2）以流畅、稳定、省电、省流量4个方向为目标，从UI、内存、存储、稳定性、省电、安装包大小6个维度深入剖析性能优化的技术和方案,机械工业出版社,¥56.60,474条评论,width: 90%;

刘培庆, /2018-05-01,,电子工业出版社,¥67.10,18条评论,width: 0%;

强波, /2018-04-01,新 和 旧 是相对的，本书会介绍Android系统5.0至8.0的新增特性。 在这些特性中，有的是Android系统针对旧版本存在问题的改进，例如，针对功耗问题改进的Project Volta和Doze模式，针对权限问题的Runtime Permission；有的是对系统功能的增强，例如，多窗口模式；有的是应对未来行业趋势的发展，例如，对于VR的支持。 Android作为一个跨越了多种设备的软件平台，由于各家厂商对于设备的支持速度不一，在市场上的碎片化现象很严重。在Android 7.0、8.0推出的时候，很多用户可能还在使用4.4甚至更早的版本。而从Android的新版本推出，到*终真正普及，需要一个较长的过渡时期。 这个现象对开发来说既有好处也有坏处。好处是开发者有足够多的时间为新版本的功能和特性做准备，坏处是开发者在开发应用时需要兼顾太多的版本。 本书希望能给开发者们对近几年Android的新特性做一,电子工业出版社,¥75.80,64条评论,width: 100%;

邹达, /2018-06-01,APICould作为中国知名的移动云平台和企业移动化定制服务平台，同时服务于App开发人员和具有移动化定制需求的企业。 APICould移动开发技术具有开发效率高、开发投入少、技术门槛低等优势，提供与管理API是其特有的服务模式。在APICloud开发平台上，现已积累了大量成熟的App功能模块，以方便开发人员一键调用。迄今为止，已有超过60万的用户在学习并传播APICloud移动开发技术。,人民邮电出版社,¥66.20,70条评论,width: 100%;

李宁, /2017-04-01,1.包含目前小程序支持的所有组件和 API 的详细使用方法，并附大量演示代码。 2.增加了对高级 UI 技术的介绍，如 WeUI、wx-charts 等，使开发工作事半功倍。 3.提供完整的小程序项目实例，帮助读者深入理解和应用小程序开发的知识。 4.内容通俗易懂，是小程序初学者的入门shouxuan，也是小程序开发者的进阶bibei！ 5.本书增加小程序、Android和iOS APP开发的内容，读者会开发小程序了，就可以把程序直接移植到APP上开发，极大地提高了读者的开发效率和学习兴趣，具有小程序、Android和iOS APP开发三合一的性质和特色，这也正迎合现在热门的一次开发多平台运行的需求。,人民邮电出版社,¥52.80,187条评论,width: 90%;

Michael, /2015-03-01,美国亚马逊*畅销的Arduino类图书。 《Arduino权威指南(第2版）》是美国O'Reilly公司出版的Arduino方面*权威的手册《Arduino Cookbook》的中文版。 本书由浅入深地介绍了Arduino的基础知识和应用项目，不要求软件和硬件的相关经验。 作者Michael Margolis，是Arduino语言库和核心软件的编写者之一，现任Avaya首席技术总监，曾在索尼、微软、朗讯/贝尔实验室工作，拥有30多年的相关经验，曾著《学Arduino玩转机器人制作》。 译者杨昆云，在美国俄亥俄州立大学获得生物物理学博士学位，随后在加州理工大学做博士后研究，现旅居美国。现任百度贴吧Arduino吧的吧主。,人民邮电出版社,¥123.80,580条评论,width: 100%;

何红辉, /2015-11-01,CSDN社区专家精心撰写、业界专家邓凡平、郭霖、任玉刚、徐宜生等鼎力推荐Android源码讲解设计模式的书。 本书不仅分析了Android源代码的设计模式，更结合实例演示了如何使用这些设计模式。看这本书，既能学到如何分析、学习Android源代码，又能提高自己架构设计水平。 书中的主人公小民就是那些不断追求技术进步，从而得以不断成长的IT技术人的代表，小民的成长过程基本上反映了我们现在程序员的成长经历，他的成功很值得我们学习和借鉴。,人民邮电出版社,¥75.80,2309条评论,width: 90%;

范磊, /2018-04-01,,电子工业出版社,¥85.40,94条评论,width: 100%;

Massimo, /2016-03-01,本书作者Massimo Banzi是Arduino单片机的创始人，本书不仅有亲切明白的观念解说，也有真实完整的实作步骤说明。本书在第二版的基础上进行了新技术的知识革新。本次出版的《爱上Arduino（第3版）》则是为了将Arduino家族中的重要一员Leonardo加入书中。为此，本书在更新相关内容之外，还特别新增了一个章节的内容来讲述Leonardo的技术应用。增补了一个电路和编程都更加复杂的项目章节，通过这个项目，可以了解如何系统性地完成一个带有研发性质的作品。,人民邮电出版社,¥47.00,539条评论,width: 100%;

丁如敏, /2017-06-26,,机械工业出版社,¥56.60,223条评论,width: 100%;

阙喜涛, /2017-05-01,本书配套的GitHub文档持续更新中，保证书中知识在zui新版本RN中可用。 ★ 迄今为止，真正意义上的React Native跨平台开发原创图书。 ★ 本书架构是作者精心设计的，适合初学者入门，本次升级用 ES6语法写。 ★ 本书所有例程均是原创的，并且在代码旁有注释解说。 ★ 本书中的6.5节、第11章、14.5节都是笔者精心整理调研出来的技术，能让更多的开发者享受到React Native开发的便利性。 ★ 加入了React Native一年以来的新能力： 1、RN项目在iOS 10手机上的配置启动过程； 2、RN项目断点调试的使用方法； 3、手机中图片剪切、通过网络上传； 4、RN开源社区介绍与知名开源组件介绍； 5、Modal组件与Navigator组件的配合使用； 6、网络部分增加了测试服务器的搭建与介绍，让读者更方便掌握RN的网络开发； 7、推送能力、打开外部链接与从外部链接打开RN应用能力 8、新组件：ActivityInd,电子工业出版社,¥95.00,468条评论,width: 90%;

百度移动用户体验部, /2017-02-01,本书将百度近几年来的设计经验、实战案例和专业研究与大家进行分享，展示了当今百度人眼里的用户体验不仅仅停留在功能表层，而是更多地从人性化、情感化、个性化的体验设计去思考。,电子工业出版社,¥74.90,640条评论,width: 90%;

钟冠贤, /2011-11-01,·解析iOS设计模式的开山之作 ·优化Objective-C编程实践的必修宝典 ·由此迈入移动开发高手行列,人民邮电出版社,¥46.40,2124条评论,width: 90%;

Carol炒炒, /2016-08-01,本书主要呈现的就是一个APP从无到有的过程，从市场调研、竞品分析开始，到设计规范、交互设计、视觉设计、流程管理、开发实现、服务设计、跨界融合，*后到市场推广。本书中呈现大量的案例，用案例来讲解每一章的细节，同时提供丰富的PSD资源及相关学习资料。本书从产品全局去把握设计，读者可以从中找出灵感并获得新的突破，因此可以说此书将为您呈现一个APP诞生的全貌。,电子工业出版社,¥62.20,775条评论,width: 100%;

曾健生, /2016-05-01,软件开发老兵余晟为本书倾情作序，Bmob后端云CEO何少岳、UCloud综合研发中心高级工程师胡亚平、bilibili研发总监毛剑联合力荐。本书将告诉读者如何用 正确的方式 使用各种已有的工具，将为读者呈现一幅包括技术选型、后台搭建、性能优化、运维实践、架构设计在内的App后台开发蓝图。,电子工业出版社,¥56.60,856条评论,width: 100%;

于涌, /2016-03-01,业界知名的测试专家，多本畅销书作者移动测试工具全覆盖 Monkey、MonkeyRunner、Robotium、uiautomator、Appium-移动测试流程全覆盖 操作系统、系统调试、自动化脚本开发、测试用例批量执行、持续集成-移动自动化测试框架全实例讲解-移动客户端性能全实例剖析 移动终端性能指标 移动端性能测试工具 LoadRunner在移动端性能测试的应用,人民邮电出版社,¥66.20,601条评论,width: 90%;

张翔, /2017-03-01,小程序时代已经到来，你准备好了吗？移动互联网真正进入下半场的较量，从互联网 到 互联网。小程序开启全新生态，传统行业成为中心和驱动，新一轮创业浪潮随之而来。小程序时代已经到来，你准备好了吗？ 小程序的登场，意味着移动互联网真正进入下半场的较量。上半场争抢的是线上流量，随着线上用户增长红利趋于饱和，战争基本结束。而下半场则是线下用户之争，想象空间巨大。小程序作为一个新的物种，它的价值更多的是借助微信的海量用户，作为工具连接线上和线下，提升线下商家的生产效率和服务能力，而微信因此也将自身的业务和生态蔓延至线下。 未来的机会，将来源于传统企业与移动互联网的深度融合。上半场更多的是互联网 ，是移动互联网技术嫁接各种传统行业，下半场是 互联网，是传统行业积极的利用互联网基础设施和工具，提升生,清华大学出版社,¥36.40,2558条评论,width: 90%;

高拉夫·瓦依希, /2017-03-01,本书为有经验的iOS开发者提供构建优异应用移动性能所需的开发建议和*实践，帮助读者解决常见性能问题。 作者Gaurav Vaish从工程角度演示了编写*代码的方法，详尽介绍如何设计和优化iOS应用，以便在网络较差、内存较低的情况下提供流畅的用户体验。书中还提供了可以反复使用的Objective-C代码，以及一些能够从众多应用中脱颖而出的高性能原生iOS应用。 概述跟踪应用性能时需要衡量的参数以及如何衡量性能。 通过*小化内存和功耗以及并发编程来编写高效应用，并探索一些相关选项。 优化应用的生命周期和UI，以及网络、数据共享和安全功能。 了解应用的测试、调试和分析工具，并监控应用 从真实用户处收集数据来分析应用的使用情况，找出瓶颈，并进行修复,人民邮电出版社,¥70.10,417条评论,width: 90%;

